Day,BOLETOS,month,day_name,day_type,day_tipo,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,weekday,weekend,HDAY,LDAY,NDAY,RDAY,BV,WB,FX,SO,UN,PT,MHM,LMM,MHH,LML,HLL,MML,NML,HHL,MMM,NMM,LHM,HML,MHL,NHM,HHM,NHL,LHL,NLL,HMM,NLM,HMH
2016-07-19,1.99936319,July,Tuesday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,5,4,5,6,1,6,0,0,2,0,2,2,0,1,3,1,2,1,1,1,0,5,0,0,0,0
2016-07-20,2.646083566,July,Wednesday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,5,4,5,6,1,6,0,0,2,0,2,2,0,1,3,1,2,1,1,1,0,5,0,0,0,0
2016-07-21,1.25056993,July,Thursday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,5,4,5,6,1,6,0,0,2,0,2,2,0,1,3,1,2,1,1,1,0,5,0,0,0,0
2016-07-22,1.823472418,July,Friday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,6,5,5,6,1,7,0,0,2,0,2,2,0,1,3,1,3,1,1,1,0,5,0,0,0,0
2016-07-23,2.476103445,July,Saturday,weekend,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,6,4,4,6,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-24,3.299057097,July,Sunday,weekend,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,6,4,4,6,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-25,1.094201919,July,Monday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,6,4,4,6,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-26,1.520698385,July,Tuesday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,6,4,4,6,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-27,2.090756455,July,Wednesday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,6,4,4,6,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-28,1.080501736,July,Thursday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,6,4,4,6,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-29,2.59155684,July,Friday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,6,4,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,0,0,0,0
2016-07-30,3.254854437,July,Saturday,weekend,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,6,3,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,0,1,1,0,5,0,0,0,0
2016-07-31,4.11417555,July,Sunday,weekend,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,6,3,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,0,1,1,0,5,0,0,0,0
2016-08-01,1.439988001,August,Monday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,6,3,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,0,1,1,0,5,0,0,0,0
2016-08-02,1.856825839,August,Tuesday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,6,3,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,0,1,1,0,5,1,0,0,0
2016-08-03,2.499064298,August,Wednesday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,6,3,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,0,1,1,0,5,1,0,0,0
2016-08-04,1.539203418,August,Thursday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,6,3,4,7,1,7,0,0,2,0,2,2,0,1,2,1,3,0,1,1,0,5,1,0,0,0
2016-08-05,4.122392398,August,Friday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,7,3,4,7,1,6,0,0,2,0,2,2,0,1,2,1,3,1,1,1,0,5,1,0,0,0
2016-08-06,4.0202966810000005,August,Saturday,weekend,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,6,3,3,5,1,6,0,0,1,0,2,1,0,1,1,0,3,1,1,1,0,5,1,0,0,0
2016-08-07,4.604749728,August,Sunday,weekend,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,6,3,3,5,1,6,0,0,1,0,2,1,0,1,1,0,3,1,1,1,0,5,1,0,0,0
2016-08-08,1.7570037,August,Monday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,6,3,3,5,1,6,0,0,1,0,2,1,0,1,1,0,3,1,1,1,0,5,1,0,0,0
2016-08-09,2.029999408,August,Tuesday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,6,3,3,5,1,6,0,0,1,0,2,1,0,1,1,0,3,1,1,1,0,5,1,0,0,0
2016-08-10,2.541417434,August,Wednesday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,6,3,3,5,1,6,0,0,1,0,2,1,0,1,1,0,3,1,1,1,0,5,1,0,0,0
2016-08-11,1.317854136,August,Thursday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,6,3,3,5,1,6,0,0,1,0,2,1,0,1,1,0,3,1,1,1,0,5,1,0,0,0
2016-08-12,1.919187765,August,Friday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,6,3,4,5,2,6,0,0,1,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-13,2.8124200910000003,August,Saturday,weekend,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,6,3,4,4,2,6,0,0,0,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-14,3.359951147,August,Sunday,weekend,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,6,3,4,4,2,6,0,0,0,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-15,0.94785135,August,Monday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7,6,3,4,4,2,6,0,0,0,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-16,1.228864927,August,Tuesday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,6,3,4,4,2,6,0,0,0,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-17,1.718698642,August,Wednesday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,6,3,4,4,2,6,0,0,0,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-18,0.8385499890000001,August,Thursday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,6,3,4,4,2,6,0,0,0,0,2,2,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-19,1.548314039,August,Friday,weekday,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,7,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,3,1,1,1,0,5,1,0,0,0
2016-08-20,2.247541996,August,Saturday,weekend,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,6,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,0,0,0
2016-08-21,2.64121674,August,Sunday,weekend,HDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,6,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,0,0,0
2016-08-22,0.44725973,August,Monday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,6,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,0,0,0
2016-08-23,0.620443084,August,Tuesday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,6,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,0,0,0
2016-08-24,0.834619342,August,Wednesday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,6,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,0,0,0
2016-08-25,0.427958782,August,Thursday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,6,3,4,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,0,0,0
2016-08-26,1.026063082,August,Friday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,6,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,2,1,1,1,0,5,1,1,0,0
2016-08-27,1.758217144,August,Saturday,weekend,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,5,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-08-28,2.221612769,August,Sunday,weekend,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,5,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-08-29,0.309876257,August,Monday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,5,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-08-30,0.546612148,August,Tuesday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,5,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-08-31,0.779890375,August,Wednesday,weekday,NDAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,5,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-09-01,0.381795691,September,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,7,5,3,5,4,3,6,0,0,0,0,2,4,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-09-02,0.800222098,September,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,7,5,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,5,1,1,0,0
2016-09-03,1.732238989,September,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,4,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,3,1,1,0,0
2016-09-04,2.124863385,September,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,4,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,3,1,1,0,0
2016-09-05,0.231185018,September,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6,4,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,3,1,1,0,0
2016-09-06,0.329780665,September,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,4,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,3,1,1,0,0
2016-09-07,0.559532725,September,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,6,4,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,3,1,1,0,0
2016-09-08,0.234391513,September,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,6,4,4,5,4,3,6,0,0,0,0,2,5,0,2,1,1,1,1,1,1,0,3,1,1,0,0
2016-09-09,0.7364803679999999,September,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6,5,4,6,4,3,6,0,0,0,0,2,6,0,2,1,2,1,1,1,1,0,3,1,1,0,0
2016-09-10,1.4528466009999998,September,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,5,4,6,3,2,6,0,0,0,0,1,6,0,2,1,2,1,1,1,1,0,2,1,1,0,0
2016-09-11,1.887931777,September,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,5,4,6,3,2,6,0,0,0,0,1,6,0,2,1,2,1,1,1,1,0,2,1,1,0,0
2016-09-12,0.153674605,September,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6,5,4,6,3,2,6,0,0,0,0,1,6,0,2,1,2,1,1,1,1,0,2,1,1,0,0
2016-09-13,0.310505813,September,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,5,4,6,3,2,6,0,0,0,0,1,6,0,2,1,2,1,1,1,1,0,2,1,1,0,0
2016-09-14,0.452025436,September,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,6,5,4,6,3,2,6,0,0,0,0,1,6,0,2,1,2,1,1,1,1,0,2,1,1,0,0
2016-09-15,0.154141063,September,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,6,5,4,6,3,2,6,0,0,0,0,1,6,0,2,1,2,1,1,1,1,0,2,1,1,0,0
2016-09-16,2.632076761,September,Friday,weekday,RDAY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,6,5,4,6,4,2,6,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,2,1,1,0,0
2016-09-17,2.151856007,September,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,4,3,5,4,2,5,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,0,1,1,0,0
2016-09-18,2.358510212,September,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,4,3,5,4,2,5,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,0,1,1,0,0
2016-09-19,0.42673229,September,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6,4,3,5,4,2,5,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,0,1,1,0,0
2016-09-20,0.575910967,September,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,4,3,5,4,2,5,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,0,1,1,0,0
2016-09-21,0.837085375,September,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,6,4,3,5,4,2,5,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,0,1,1,0,0
2016-09-22,0.469127831,September,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,6,4,3,5,4,2,5,0,0,0,0,1,6,0,2,1,2,2,1,1,1,0,0,1,1,0,0
2016-09-23,1.071531379,September,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,7,5,3,6,4,2,5,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-24,2.035055427,September,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,5,3,6,4,2,4,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-25,2.586187673,September,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,5,3,6,4,2,4,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-26,0.353025308,September,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6,5,3,6,4,2,4,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-27,0.568095339,September,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,5,3,6,4,2,4,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-28,0.7549495190000001,September,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,6,5,3,6,4,2,4,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-29,0.605258715,September,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,6,5,3,6,4,2,4,0,0,0,0,1,6,0,2,1,3,2,1,2,1,0,0,1,1,1,0
2016-09-30,1.5560709519999998,September,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6,5,4,6,4,2,4,0,0,0,0,1,6,0,2,1,4,2,1,2,1,0,0,1,1,1,0
2016-10-01,2.316212529,October,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,4,4,5,4,2,3,0,0,0,0,0,6,0,2,1,4,1,1,2,1,0,0,1,1,1,0
2016-10-02,2.8276142460000004,October,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,4,4,5,4,2,3,0,0,0,0,0,6,0,2,1,4,1,1,2,1,0,0,1,1,1,0
2016-10-03,0.415958075,October,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,4,4,5,4,2,3,0,0,0,0,0,6,0,2,1,4,1,1,2,1,0,0,1,1,1,0
2016-10-04,0.613113487,October,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,4,4,5,4,2,3,0,0,0,0,0,6,0,2,1,4,1,1,2,1,0,0,1,1,1,0
2016-10-05,0.8364101509999999,October,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,4,5,4,2,3,0,0,0,0,0,6,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-06,0.424426092,October,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,4,4,5,4,2,3,0,0,0,0,0,6,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-07,1.178350397,October,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,4,5,5,2,3,0,0,0,0,1,6,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-08,2.1570490280000003,October,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,4,3,5,5,1,3,0,0,0,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-09,2.59574192,October,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,5,1,3,0,0,0,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-10,0.373223291,October,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,4,3,5,5,1,3,0,0,0,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-11,0.590971382,October,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,4,3,5,5,1,3,0,0,0,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-12,0.983670803,October,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,3,5,5,1,3,0,0,0,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-13,0.407183434,October,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,4,3,5,5,1,3,0,0,0,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-14,0.959343194,October,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,5,3,5,5,1,3,0,0,1,0,1,4,0,2,1,4,1,1,2,1,0,0,0,1,1,0
2016-10-15,1.79275139,October,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,5,2,5,4,1,3,0,0,1,0,1,3,0,1,0,4,1,1,2,1,0,0,0,1,1,0
2016-10-16,2.281058514,October,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,5,2,5,4,1,3,0,0,1,0,1,3,0,1,0,4,1,1,2,1,0,0,0,1,1,0
2016-10-17,0.298521415,October,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,5,2,5,4,1,3,0,0,1,0,1,3,0,1,0,4,1,1,2,1,0,0,0,1,1,0
2016-10-18,0.445175345,October,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,5,2,5,4,1,3,0,0,1,0,1,3,0,1,0,4,1,1,2,1,0,0,0,1,1,0
2016-10-19,0.638393585,October,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,5,2,5,4,1,3,0,0,1,0,1,3,0,1,0,4,1,1,2,1,0,0,0,1,1,0
2016-10-20,0.288119062,October,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,5,2,5,4,1,3,0,0,1,0,1,3,0,1,0,4,1,1,2,1,0,0,0,1,1,0
2016-10-21,1.1273465740000002,October,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,5,3,5,5,2,3,0,0,1,0,1,4,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-22,2.038774048,October,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,4,3,5,5,2,3,0,0,1,0,1,3,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-23,2.425791156,October,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,4,3,5,5,2,3,0,0,1,0,1,3,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-24,0.308369237,October,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,5,2,3,0,0,1,0,1,3,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-25,0.442702788,October,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,4,3,5,5,2,3,0,0,1,0,1,3,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-26,0.5238339639999999,October,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,4,3,5,5,2,3,0,0,1,0,1,3,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-27,0.362817676,October,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,4,3,5,5,2,3,0,0,1,0,1,3,0,1,0,4,2,1,2,1,0,1,0,1,1,0
2016-10-28,1.361717553,October,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,6,5,2,3,0,0,1,0,1,3,0,1,0,4,2,2,2,1,0,1,0,1,1,0
2016-10-29,1.803473414,October,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,4,3,6,5,1,3,0,0,1,0,1,2,0,1,0,4,2,2,2,1,0,1,0,1,1,0
