Day,BOLETOS,month,day_name,day_type,day_tipo,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,weekday,weekend,HDAY,LDAY,NDAY,RDAY,BV,WB,FX,SO,UN,PT,MHM,LMM,MHH,LML,HLL,MML,NML,HHL,MMM,NMM,LHM,HML,MHL,NHM,HHM,NHL,LHL,NLL,HMM,NLM,HMH
2016-04-07,0.284729898,April,Thursday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,2,5,5,3,4,5,3,0,3,0,1,4,0,1,2,2,0,1,0,1,0,0,0,0,0,0
2016-04-08,1.066002376,April,Friday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,5,5,4,4,5,3,0,3,0,1,4,0,1,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-09,1.947713502,April,Saturday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,5,4,4,2,4,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-10,2.7892830930000003,April,Sunday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,5,4,4,2,4,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-11,0.224957959,April,Monday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,5,4,4,2,4,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-12,0.42167627,April,Tuesday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,5,4,4,2,4,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-13,0.69241471,April,Wednesday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,5,4,4,2,4,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-14,0.288543116,April,Thursday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,5,4,4,2,4,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-15,1.480759091,April,Friday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,5,4,4,2,5,2,0,3,0,1,4,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-16,2.687438546,April,Saturday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2,5,3,4,2,5,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-17,3.272221049,April,Sunday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,5,3,4,2,5,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-18,0.454018486,April,Monday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,2,5,3,4,2,5,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-19,0.6597528220000001,April,Tuesday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,5,3,4,2,5,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-20,1.003147896,April,Wednesday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,2,5,3,4,2,5,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-21,0.5147559620000001,April,Thursday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,2,5,3,4,2,5,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-04-22,1.040082936,April,Friday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-23,2.028573936,April,Saturday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-24,2.5981916430000003,April,Sunday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-25,0.220299897,April,Monday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-26,0.373073242,April,Tuesday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-27,0.61454222,April,Wednesday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-28,1.385546085,April,Thursday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,2,5,3,5,2,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-29,3.790596811,April,Friday,weekday,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,5,3,5,2,5,2,0,2,0,1,4,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-04-30,4.636977776,April,Saturday,weekend,NDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,5,3,5,1,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-01,4.661324957,May,Sunday,weekend,RDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,3,5,3,5,1,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-02,1.394284844,May,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,3,5,3,5,1,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-03,1.184313238,May,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3,5,3,5,1,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-04,1.608832964,May,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3,5,3,5,1,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-05,1.3537975430000002,May,Thursday,weekday,HDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,3,5,3,5,1,5,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-06,1.486712147,May,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,3,5,3,5,1,6,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-07,2.177801543,May,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,3,5,3,5,1,6,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-08,2.529008983,May,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,3,5,3,5,1,6,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-09,0.329376183,May,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,3,5,3,5,1,6,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-10,1.174641562,May,Tuesday,weekday,LDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,3,5,3,5,1,6,2,0,2,0,1,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0
2016-05-11,0.547473303,May,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,3,4,3,5,1,6,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-12,0.378152095,May,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,3,4,3,5,1,6,2,0,2,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-13,1.551223697,May,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-14,2.408466949,May,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-15,2.837285923,May,Sunday,weekend,LDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-16,0.717557806,May,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-17,0.7635969429999999,May,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-18,1.162337493,May,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-19,1.150943508,May,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,3,4,4,5,1,6,2,0,3,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-20,2.036294968,May,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,4,5,6,1,7,2,0,4,0,1,4,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-21,2.859509576,May,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,4,4,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-22,3.613828576,May,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,4,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-23,0.7787454309999999,May,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,4,4,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-24,0.950809937,May,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,4,4,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-25,1.243400168,May,Wednesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,4,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-26,0.607330052,May,Thursday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,4,4,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0
2016-05-27,1.896530273,May,Friday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,4,5,4,6,1,7,2,0,4,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-05-28,2.553238734,May,Saturday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,4,3,3,5,1,6,1,0,2,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-05-29,3.0634433160000003,May,Sunday,weekend,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,4,3,3,5,1,6,1,0,2,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-05-30,0.6804205259999999,May,Monday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,4,3,3,5,1,6,1,0,2,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-05-31,0.992292133,May,Tuesday,weekday,NDAY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,4,3,3,5,1,6,1,0,2,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-06-01,1.255410661,June,Wednesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,4,3,3,5,1,6,1,0,2,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-06-02,0.7410731909999999,June,Thursday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,4,3,3,5,1,6,1,0,2,0,1,3,0,0,3,1,0,2,0,1,0,1,0,0,0,0
2016-06-03,1.362506945,June,Friday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,5,3,3,5,2,6,1,0,2,0,1,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-04,2.517207254,June,Saturday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,5,3,3,5,1,5,1,0,2,0,0,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-05,2.699393586,June,Sunday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,5,3,3,5,1,5,1,0,2,0,0,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-06,0.446300717,June,Monday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,5,3,3,5,1,5,1,0,2,0,0,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-07,0.7105772370000001,June,Tuesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,5,3,3,5,1,5,1,0,2,0,0,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-08,1.232697716,June,Wednesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,5,3,3,5,1,5,1,0,2,0,0,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-09,1.030832051,June,Thursday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,5,3,3,5,1,5,1,0,2,0,0,3,0,0,3,1,1,2,0,1,0,2,0,0,0,0
2016-06-10,2.028945798,June,Friday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-11,3.0032766810000004,June,Saturday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-12,3.363650196,June,Sunday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-13,0.686213746,June,Monday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-14,1.118901391,June,Tuesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-15,1.624255455,June,Wednesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-16,0.837894338,June,Thursday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,6,3,3,6,1,5,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,2,0,0,0,0
2016-06-17,1.521983593,June,Friday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,7,3,3,6,1,6,1,0,2,0,1,3,0,0,3,1,2,2,0,1,0,3,0,0,0,0
2016-06-18,2.021214981,June,Saturday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,6,2,3,5,1,6,1,0,2,0,1,3,0,0,2,1,2,1,0,0,0,3,0,0,0,0
2016-06-19,2.548733984,June,Sunday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,6,2,3,5,1,6,1,0,2,0,1,3,0,0,2,1,2,1,0,0,0,3,0,0,0,0
2016-06-20,0.585771837,June,Monday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,6,2,3,5,1,6,1,0,2,0,1,3,0,0,2,1,2,1,0,0,0,3,0,0,0,0
2016-06-21,0.779384773,June,Tuesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,6,2,3,5,1,6,1,0,2,0,1,3,0,0,2,1,2,1,0,0,0,3,0,0,0,0
2016-06-22,1.056242627,June,Wednesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,6,2,3,5,1,6,1,0,2,0,1,3,0,0,2,1,2,1,0,0,0,3,0,0,0,0
2016-06-23,1.161789486,June,Thursday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,6,2,3,5,1,6,1,0,2,0,1,3,0,0,2,1,2,1,0,0,0,3,0,0,0,0
2016-06-24,2.015963244,June,Friday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-06-25,2.7137428960000003,June,Saturday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-06-26,3.006362484,June,Sunday,weekend,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-06-27,0.766692532,June,Monday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-06-28,1.124234676,June,Tuesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-06-29,1.4403370290000002,June,Wednesday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-06-30,0.774031916,June,Thursday,weekday,NDAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,6,3,4,5,1,6,1,0,2,0,2,3,0,0,2,1,2,1,0,0,0,4,0,0,0,0
2016-07-01,2.157848206,July,Friday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6,7,3,4,6,1,6,1,0,2,0,2,3,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-02,3.3482505380000003,July,Saturday,weekend,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,6,3,4,5,1,6,0,0,2,0,2,2,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-03,4.1465960530000014,July,Sunday,weekend,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6,6,3,4,5,1,6,0,0,2,0,2,2,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-04,1.083183058,July,Monday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,6,3,4,5,1,6,0,0,2,0,2,2,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-05,1.4863859519999998,July,Tuesday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,6,3,4,5,1,6,0,0,2,0,2,2,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-06,1.961051608,July,Wednesday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,6,3,4,5,1,6,0,0,2,0,2,2,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-07,0.901463185,July,Thursday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,6,3,4,5,1,6,0,0,2,0,2,2,0,1,3,1,2,1,0,0,0,5,0,0,0,0
2016-07-08,1.7417801869999998,July,Friday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-09,2.785786284,July,Saturday,weekend,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-10,3.373775283,July,Sunday,weekend,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-11,0.900155143,July,Monday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-12,1.313930012,July,Tuesday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-13,1.819659201,July,Wednesday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-14,0.966659744,July,Thursday,weekday,NDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,6,4,4,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,0,1,0,5,0,0,0,0
2016-07-15,2.679557679,July,Friday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,6,4,5,6,1,6,0,0,2,0,2,3,0,1,3,1,2,1,1,1,0,5,0,0,0,0
2016-07-16,3.21020489,July,Saturday,weekend,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,5,4,5,6,1,6,0,0,2,0,2,2,0,1,3,1,2,1,1,1,0,5,0,0,0,0
2016-07-17,4.105146478,July,Sunday,weekend,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,5,4,5,6,1,6,0,0,2,0,2,2,0,1,3,1,2,1,1,1,0,5,0,0,0,0
2016-07-18,1.4592302330000002,July,Monday,weekday,HDAY,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,5,4,5,6,1,6,0,0,2,0,2,2,0,1,3,1,2,1,1,1,0,5,0,0,0,0
