Day,BOLETOS,day_of_week,Día,Nombre,Tipo
2017-08-03,1.1107791390000001,3,Jueves,Vacaciones de Verano,Vacaciones escolares
2017-08-04,1.5030708169999998,4,Viernes,Vacaciones de Verano,Vacaciones escolares
2017-08-05,2.127678447,5,Sábado,Vacaciones de Verano,Vacaciones escolares
2017-08-06,2.8311795560000004,6,Domingo,Vacaciones de Verano,Vacaciones escolares
2017-08-07,0.810128635,0,Lunes,Vacaciones de Verano,Vacaciones escolares
2017-08-08,1.067558326,1,Martes,Vacaciones de Verano,Vacaciones escolares
2017-08-09,1.379752865,2,Miércoles,Vacaciones de Verano,Vacaciones escolares
2017-08-10,1.0802081609999998,3,Jueves,Vacaciones de Verano,Vacaciones escolares
2017-08-11,1.478371345,4,Viernes,Vacaciones de Verano,Vacaciones escolares
2017-08-12,2.2328827999999996,5,Sábado,Vacaciones de Verano,Vacaciones escolares
2017-08-13,2.7935203630000003,6,Domingo,Vacaciones de Verano,Vacaciones escolares
2017-08-14,0.7871612570000001,0,Lunes,Vacaciones de Verano,Vacaciones escolares
2017-08-15,1.083946353,1,Martes,Vacaciones de Verano,Vacaciones escolares
2017-08-16,1.57254379,2,Miércoles,Vacaciones de Verano,Vacaciones escolares
2017-08-17,1.344664088,3,Jueves,Vacaciones de Verano,Vacaciones escolares
2017-08-18,1.901739604,4,Viernes,Vacaciones de Verano,Vacaciones escolares
2017-08-19,2.647297011,5,Sábado,Vacaciones de Verano,Vacaciones escolares
2017-08-20,2.8337760660000004,6,Domingo,Vacaciones de Verano,Vacaciones escolares
2017-08-21,0.7061214159999999,0,,,
2017-08-22,0.7760869429999999,1,,,
2017-08-23,0.9167193159999999,2,,,
2017-08-24,0.545176891,3,,,
2017-08-25,1.208027602,4,,,
2017-08-26,1.70749385,5,,,
2017-08-27,2.351483975,6,,,
2017-08-28,0.361499849,0,,,
2017-08-29,0.463556423,1,,,
2017-08-30,0.641975204,2,,,
2017-08-31,0.425535155,3,,,
2017-09-01,0.927898013,4,,,
2017-09-02,1.9364402090000001,5,,,
2017-09-03,2.24235876,6,,,
2017-09-04,0.296518579,0,,,
2017-09-05,0.286360872,1,,,
2017-09-06,0.49882460700000003,2,,,
2017-09-07,0.24033152100000002,3,,,
2017-09-08,0.721309047,4,,,
2017-09-09,1.6083273619999998,5,,,
2017-09-10,1.8299245519999998,6,,,
2017-09-11,0.17540896600000003,0,,,
2017-09-12,0.227300038,1,,,
2017-09-13,0.9496519459999999,2,,,
2017-09-14,1.883221524,3,,,
2017-09-15,1.33460424,4,,,
2017-09-16,3.3483418730000003,5,,,
2017-09-17,3.586255328,6,,,
2017-09-18,0.926726974,0,,,
2017-09-19,0.429074369,1,,,
2017-09-20,0.700514127,2,,,
2017-09-21,0.47636609399999996,3,,,
2017-09-22,1.21591173,4,,,
2017-09-23,2.037368149,5,,,
2017-09-24,2.287239905,6,,,
2017-09-25,0.42381610799999997,0,,,
2017-09-26,0.47374674899999997,1,,,
2017-09-27,0.622517683,2,,,
2017-09-28,0.491808157,3,,,
2017-09-29,1.2127313309999999,4,,,
2017-09-30,1.933002115,5,,,
2017-10-01,2.32120331,6,,,
2017-10-02,0.365789311,0,,,
2017-10-03,0.40525562299999995,1,,,
2017-10-04,0.54211066,2,,,
2017-10-05,0.287071977,3,,,
2017-10-06,0.795857611,4,,,
2017-10-07,1.6184818069999998,5,,,
2017-10-08,2.008499907,6,,,
2017-10-09,0.23171671600000002,0,,,
2017-10-10,0.262251813,1,,,
2017-10-11,0.446046285,2,,,
2017-10-12,0.34761699799999995,3,,,
2017-10-13,0.951586281,4,,,
2017-10-14,1.6088786309999998,5,,,
2017-10-15,2.092299356,6,,,
2017-10-16,0.303192525,0,,,
2017-10-17,0.356009991,1,,,
2017-10-18,0.41645715299999997,2,,,
2017-10-19,0.257897112,3,,,
2017-10-20,0.8769300720000001,4,,,
2017-10-21,1.7594958280000002,5,,,
2017-10-22,2.198116956,6,,,
2017-10-23,0.344384407,0,,,
2017-10-24,0.36997765299999996,1,,,
2017-10-25,0.498211361,2,,,
2017-10-26,0.32564777699999997,3,,,
2017-10-27,1.891112177,4,,,
2017-10-28,2.8334433480000003,5,,,
2017-10-29,3.929180681,6,,,
2017-10-30,1.168685244,0,,,
2017-10-31,1.395132951,1,,,
2017-11-01,2.5437856080000003,2,,,
2017-11-02,4.11608379,3,Jueves,Día de Muertos,No obligatorio
2017-11-03,3.438854412,4,,,
2017-11-04,4.4150152480000004,5,,,
2017-11-05,5.127535644,6,,,
2017-11-06,1.580104986,0,,,
2017-11-07,1.570795386,1,,,
2017-11-08,1.864240247,2,,,
2017-11-09,1.118268573,3,,,
2017-11-10,1.9039968719999998,4,,,
2017-11-11,3.4977847680000003,5,,,
2017-11-12,4.097141657,6,,,
2017-11-13,0.87227201,0,,,
2017-11-14,1.039022803,1,,,
2017-11-15,1.398466662,2,,,
2017-11-16,0.9280741579999999,3,,,
2017-11-17,2.169052998,4,,,
2017-11-18,3.107084921,5,,,
2017-11-19,4.172469827,6,,,
2017-11-20,3.535179743,0,,,
2017-11-21,0.8749631170000001,1,Martes,Día de la Revolución Mexicana,Descanso obligatorio
2017-11-22,0.978879002,2,,,
2017-11-23,0.42146424299999996,3,,,
2017-11-24,1.028930335,4,,,
2017-11-25,2.081580595,5,,,
2017-11-26,2.464409361,6,,,
2017-11-27,0.311037511,0,,,
2017-11-28,0.399707049,1,,,
2017-11-29,0.527868994,2,,,
2017-11-30,0.33310459,3,,,
2017-12-01,1.164376211,4,,,
2017-12-02,1.7165914230000001,5,,,
2017-12-03,2.263682115,6,,,
2017-12-04,0.370466945,0,,,
2017-12-05,0.431964455,1,,,
2017-12-06,0.522737949,2,,,
2017-12-07,0.134765091,3,,,
2017-12-08,0.582565342,4,,,
2017-12-09,1.3973510759999999,5,,,
2017-12-10,1.647242404,6,,,
2017-12-11,0.26671089600000003,0,,,
2017-12-12,0.6734464809999999,1,,,
2017-12-13,0.977525293,2,,,
2017-12-14,0.954006646,3,,,
2017-12-15,1.097630226,4,,,
2017-12-16,1.793775642,5,,,
2017-12-17,2.37536796,6,,,
2017-12-18,0.7150787259999999,0,,,
2017-12-19,0.8601701820000001,1,,,
2017-12-20,1.0929591159999998,2,,,
2017-12-21,1.092205606,3,Jueves,Vacaciones de invierno,Vacaciones escolares
2017-12-22,1.205538735,4,Viernes,Vacaciones de invierno,Vacaciones escolares
2017-12-23,1.508635701,5,Sábado,Vacaciones de invierno,Vacaciones escolares
2017-12-24,0.131643407,6,Domingo,Vacaciones de invierno,Vacaciones escolares
2017-12-25,2.938044241,0,Lunes,Navidad,Descanso obligatorio
2017-12-26,2.312118784,1,Martes,Vacaciones de invierno,Vacaciones escolares
2017-12-27,2.50490971,2,Miércoles,Vacaciones de invierno,Vacaciones escolares
2017-12-28,1.982906661,3,Jueves,Vacaciones de invierno,Vacaciones escolares
2017-12-29,2.030273411,4,Viernes,Vacaciones de invierno,Vacaciones escolares
2017-12-30,2.216967755,5,Sábado,Vacaciones de invierno,Vacaciones escolares
2017-12-31,0.362768747,6,Domingo,Vacaciones de invierno,Vacaciones escolares
